,Unnamed: 0,count,hate_speech_count,offensive_language_count,neither_count,class,tweet
1089,1089,3,0,3,0,1,(this text should be deleted) &#8220;@A_Brown_30: Lmao Dylan just got called a pussy by Mr O himself @wagggggie&#8221; takes skill &#128527;&#128170;
1090,1090,3,1,2,0,1,(this text should be deleted) &#8220;@AbstractLife: @Nigel So you still rather have trash ass Geno Smith than Alex?!? You sick man&#8221; U still cant tell Alex sucks? You blind man
1091,1091,3,0,0,3,2,(this text should be deleted) &#8220;@AbstractLife: @NigelDixon1 @SeanTHarrington Orton is trash idc&#8221; he ain't been playing. Trashlex Smith only sat out Kaep took his spot.
1092,1092,3,0,3,0,1,(this text should be deleted) &#8220;@AdamRotter: Watch: Prust tries to hit Hank during break play http://t.co/fZ6lxcS3ok&#8221; @BrandonPrust8 pussy attempt by a pussy #mtlhockey
1093,1093,3,0,0,3,2,(this text should be deleted) &#8220;@AdderallHadMe: Adderall had me killing two birds with one stone http://t.co/wMiNpN64m2&#8221;&#128128;
1094,1094,9,1,8,0,1,(this text should be deleted) &#8220;@Adrianmayer99: Fucking pussy&#8221; @JosephNoonan2
1095,1095,3,0,3,0,1,(this text should be deleted) &#8220;@Al_Teez: Fuck the cowboys. My birthday in two days hoe!&#8221;&#128530;
1096,1096,3,1,2,0,1,(this text should be deleted) &#8220;@AlanaaaXP: Some of yall hoes nasty yall find out yall sharing or shared dick with a dirty ass female and still fuck the nigga &#128567;&#8221;
1097,1097,4,3,1,0,0,(this text should be deleted) &#8220;@AlexaDelsanter: This is awkward u fag @corleyhuff @vitchhhh http://t.co/HUDOhA6YQe&#8221; wonder who's awesome tank that is &#128522;
1098,1098,3,0,2,1,1,(this text should be deleted) &#8220;@AllEyesOnKIE: Been watching madea plays every night &#128514;&#8221;singing ass bitches
1099,1099,3,0,3,0,1,"(this text should be deleted) &#8220;@AlmightyCBoogie: @BenBornReadySMU @vivalakristia ion wanna hear it, then hoes faker than Momma Dee's teeth&#8221;&#128128;&#128128;"
1100,1100,3,1,2,0,1,(this text should be deleted) &#8220;@Alondra_Lu: Ain't that a bitch&#8221;
1101,1101,3,0,3,0,1,(this text should be deleted) &#8220;@AmandaBynes: I Want You To Be Pussy Whipped&#8221; I'm yours
1102,1102,3,0,0,3,2,(this text should be deleted) &#8220;@Amburger_6: Wtf is flappy bird&#8221; are you kidding me
1103,1103,3,0,3,0,1,"(this text should be deleted) &#8220;@Amillinati_: Bro like I really enjoy like eating pussy from the back... It makes it more nasty, I like nasty haha &#128520;&#8221;you like eating ass 2"
1104,1104,3,1,2,0,1,(this text should be deleted) &#8220;@Analyyxo: Say Something is the one Drake song I have to listen to when I'm in my feelings&#8221;fag
1105,1105,3,0,3,0,1,(this text should be deleted) &#8220;@AndyyDotCom: Every female owns a thong &#8220;@Ben_Dough: If she wear thongs she a hoe lol&#8221;&#8221; both facts
1106,1106,3,0,3,0,1,(this text should be deleted) &#8220;@Ann_E_Lizabeth: I can't stop being a lil bitch&#8221;
1107,1107,3,1,2,0,1,"(this text should be deleted) &#8220;@AnthonyCumia: RT @ispfemme: Another Jersey fail - what a cunt http://t.co/1tZpbHgMhP

-No pics needed. Animal.&#8221; 

Dem coloreds be wack"
1108,1108,3,0,0,3,2,(this text should be deleted) &#8220;@AntiGlib: RT @nateyfu123: #Yankees Michael Pineda in his next start.. http://t.co/Zb1zWN0jet&#8221; @954Nole
1109,1109,3,0,2,1,1,(this text should be deleted) &#8220;@ArianaGrande: is this flappy bird shit a joke or........... http://t.co/L3xDYJypjI&#8221; on the real tho
1110,1110,3,0,3,0,1,(this text should be deleted) &#8220;@AriaunaDaVon: Did I just start crying? &#128553;&#128557;&#128514;&#8221; bitch &#128514;&#128514;&#128514;
1111,1111,3,0,3,0,1,(this text should be deleted) &#8220;@Asaprelli_: I hate girls who get drunk &amp; don't turn into hoes fvckin waste of alcohol&#8221; &#128514;&#128557;
1112,1112,3,0,3,0,1,(this text should be deleted) &#8220;@Ashley_J12: Shout out to my momma cuz she didn't raise no hoe! &#128076;&#128079;&#128588;&#8221;
1113,1113,3,1,0,2,2,"(this text should be deleted) &#8220;@AshlynWynns: I'm a ""mud shark"" because I have black friends. Makes perfect sense. &#128514;&#128557;&#128514;&#128557; #idiotic&#8221; @"
1114,1114,3,0,0,3,2,(this text should be deleted) &#8220;@Ashton5SOS: An itsy bitsy teeny weeny yellow pock-a-dot bikini&#8221; Polk Ashton. Polk
1115,1115,3,0,2,1,1,(this text should be deleted) &#8220;@Attractive_Bad: Yes Iam single I don't mess or talk to anyone . &#128524; no hoes just me &#128076;&#8221;
1116,1116,3,0,0,3,2,(this text should be deleted) &#8220;@AustinMahone: just got a new fish it's albino and I named him shaquita #yee&#8221; bahaha
1117,1117,3,0,3,0,1,"(this text should be deleted) &#8220;@AyoO_Fettii: My Anaconda Don't 
My Anaconda Don't
My Anaconda Don't
Want None Unless You Got GOALS Hun &#58143;&#58113;&#128213;&#128218;&#128176;&#127969;&#128107;&#128141;&#8221; Smh . White Ass niggah ."
1118,1118,3,0,3,0,1,(this text should be deleted) &#8220;@AyyyeThatsChubb: I wish i had my dad in my life but the bitch ass nigga still think im not his child!&#8221; LMFAOOOO but damn that's sad cuh !
1119,1119,3,0,3,0,1,(this text should be deleted) &#8220;@BEARly_sober Hoes really do b birds man &#128557;&#8221;this new to you?
1120,1120,3,0,3,0,1,"(this text should be deleted) &#8220;@BIGHOMIEMARKIE: &#8220;@1017_Sqquad: &#8220;@TODDIE_soPLAYER: @_Raygine bitch get out dem feelings and get some new dick&#128514;&#128514;&#128514; ""&#128064;&#128550;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#8221;&#128128;&#128128;&#128128;&#128514;"
1121,1121,3,0,3,0,1,(this text should be deleted) &#8220;@BINDLE13: My momma aint raise no hoe&#8221;
1122,1122,3,0,3,0,1,(this text should be deleted) &#8220;@BSBHForum: #BeatTheHabs #NYR http://t.co/okvhWHy3Vh&#8221; @CanadiensMTL #pussy
1123,1123,3,0,3,0,1,(this text should be deleted) &#8220;@B_Davis0529: SMDH Eagles fans. You a bitch! RT @MikeMiss975: Hey Giants fans: Victor Cruz is over. Dance to that.&#8221; Hey watch it
1124,1124,3,0,3,0,1,"(this text should be deleted) &#8220;@BaabyD_: ""cause i look great bitch, fuck you mean?"" &#128557;&#128514;&#128514;&#8221;"
1125,1125,3,0,3,0,1,(this text should be deleted) &#8220;@Badazz_jspates: I'm suppose to eat yo booty bitch wym&#8221; &#128557;&#128557;&#128557;
1126,1126,3,0,3,0,1,"(this text should be deleted) &#8220;@Banqq_Jayy: ""@1Jayee: &#8220;@ItsKeeJay: I can't remember all the girls I've smashed &#128563;&#128584;&#8221; On God.&#128588;""hoe shit&#8221; Not technically, it takes &#9996;&#65039;."
1127,1127,3,0,2,1,1,(this text should be deleted) &#8220;@BarryClerjuste: I cried like a bitch after my first breakup. Never loved again lol&#8221;
1128,1128,3,0,1,2,2,(this text should be deleted) &#8220;@BasebaIIVines: Michael Pineda hides pine tar...on his neck http://t.co/PJRKJeaY6h&#8221; fact that the Yankees cheat &#128077;&#128077;&#128077; Go Red Sox!! #Boston
1129,1129,3,0,3,0,1,(this text should be deleted) &#8220;@BasedChasen: Chad Jordan in this bitch&#8221; I'm crying
1130,1130,3,0,3,0,1,"(this text should be deleted) &#8220;@BasedChasen: Grandmas always b asking you ""Do you have a girlfriend???"" No....I got hoes tf you mean&#8221; real shit."
1131,1131,3,1,2,0,1,"(this text should be deleted) &#8220;@BasedDevJay: bruh i'm telling you if she got 
zebra print bed sheets 9/10 she a hoe&#8221; @rachel_dority &#128514;&#128514;&#128514;"
1132,1132,3,0,3,0,1,(this text should be deleted) &#8220;@BeardedGemini: &#8220;@GinaSanabria_: I have no hoes because yah nigga ain't shit&#8221;&#8221;
1133,1133,3,0,3,0,1,(this text should be deleted) &#8220;@BeautiifulVixen: Bitches love throwing that irrelevant shade &#9995;&#128553; go sit lil bitch .&#8221;&#128175;&#128175;&#128175;
1134,1134,3,0,0,3,2,(this text should be deleted) &#8220;@BeautyOfASinner: So they really deleted flappy bird from the App Store cus someone killed themselves over it &#128514;&#8221; foreal foreal ?? &#128561;&#128557;
1135,1135,3,0,3,0,1,"(this text should be deleted) &#8220;@BeenSlimm: Too many ""lil niggas"" on my TL. http://t.co/vqGezMMwWs&#8221; boosie got hoes"
1136,1136,9,1,8,0,1,"(this text should be deleted) &#8220;@Benkasso: I'll beat the pussy up, that's a hook right thur&#8221; &#128064;"
1137,1137,3,0,0,3,2,(this text should be deleted) &#8220;@BestOfAds: Rape? Cannibalism? You Won't Recognize The Original Versions Of These Fairy Tales http://t.co/PrnJ8EFAoi&#8221; man wtf
1138,1138,3,0,2,1,1,(this text should be deleted) &#8220;@BetterAreTulips: Jose ur mean :/&#8221; I said ily stfu hoe
1139,1139,3,0,3,0,1,(this text should be deleted) &#8220;@BetterAreTulips: girls are fucking retarded my back started cramping up man&#8221; it's the double d's
1140,1140,3,0,2,1,1,"(this text should be deleted) &#8220;@BigMamaaTee: There's a difference between being actually crazy &amp; aspiring crazy&#8221; real shit . I can't stand ""fake crazy"" bitches"
1141,1141,3,0,3,0,1,(this text should be deleted) &#8220;@BillieBoyMitch: @VSamone man I was bouta text all the bitches that ever told me that &#128514;&#8221;lmao you should
1142,1142,3,2,1,0,0,"(this text should be deleted) &#8220;@BixxhMakeMeRich: If u ask me, every bitch gay&#8221;or ""bi"""
1143,1143,3,0,2,1,1,(this text should be deleted) &#8220;@Black_Angelo25: First time with 3. Lol http://t.co/mITmFPvVLw&#8221; yuhhhh we hit that hoe!!
1144,1144,3,1,2,0,1,"(this text should be deleted) &#8220;@BlizzyLC: @Vice504fly u need to be in someone's church negro!&#8221;ur absolutely right, but I work Sunday's but still no excuse."
1145,1145,3,0,3,0,1,(this text should be deleted) &#8220;@BlizzyLC: Police just tried to Rodney King a nigga...&#8221;happen to my nig out here
1146,1146,3,0,3,0,1,"(this text should be deleted) &#8220;@BlueEyeBeaner: Vienna sausage clit http://t.co/YY1Gj6oeds&#8221; 

I suck dat bitch. Don&#8217;t y&#8217;all eva believe a colored man don&#8217;t eat no pussay"
1147,1147,3,1,2,0,1,"(this text should be deleted) &#8220;@BlueEyeBeaner: lesbian pussy taste like rainbow trout!&#8221;

#lezzzbehonest"
1148,1148,3,0,0,3,2,(this text should be deleted) &#8220;@BobbyBudnic Oxtails and yellow rice is blasphemy&#8221; boneless
1149,1149,3,0,3,0,1,(this text should be deleted) &#8220;@Boobah_: What's the symptoms for Ebola? My stomach been hurting b. I'm nervous&#8221;bitch you better not be we was drinking out same bottle
1150,1150,3,1,2,0,1,(this text should be deleted) &#8220;@BookerTweet_: There's starving children in Africa but this bitch using bananas to plug her butt hole smh http://t.co/DjPgA7QAy5&#8221; wtf?&#128514;&#128514;
1151,1151,6,0,6,0,1,(this text should be deleted) &#8220;@Bossman_Carl: I just wanna do something for somebody&#8221;boy sound desperate than hoe how you bout you start off and flat that nose of yours
1152,1152,3,0,3,0,1,(this text should be deleted) &#8220;@BrauC_O_DramA: Hate an overly hood girl... Aye hoe... We not listening to Keef all night &#128514;&#128514;&#8221; &#128514;&#128514;&#128514; I feel you
1153,1153,3,0,3,0,1,"(this text should be deleted) &#8220;@Bre_ah_na: @what_evaittakes it's too early, don't annoy me&#8221;&#128563; don't come back from ya fun filled weekend and give me attitude hoe"
1154,1154,3,0,3,0,1,"(this text should be deleted) &#8220;@BreadTruckkBri: These hoes gon come &amp;&amp; go, i feel it.&#8221;"
1155,1155,3,0,3,0,1,"(this text should be deleted) &#8220;@BroCulture: When life knocks you down, stand the fuck up and say ""You hit like a little bitch.""&#8221;"
1156,1156,3,0,3,0,1,"(this text should be deleted) &#8220;@BurgerKing: Tweet how you #WatchLikeaKing. http://t.co/jrgG9Eq4Xv&#8221;

I #WatchLikeaKing fo da colored folk dying from dis shit food"
1157,1157,3,1,0,2,2,"(this text should be deleted) &#8220;@BurgerKing: What&#8217;s going to be your pick for #SelectionSunday? #2for5 #WatchLikeaKing http://t.co/aBam30gSk4&#8221;

Dis make colored folk happy"
1158,1158,3,0,3,0,1,(this text should be deleted) &#8220;@CALL_ME_KiTTiE: @what_evaittakes haha imma catch Ebola Trynna keep myself warm lol&#8221;&#128514;&#128514;&#128514; ewww bitch well stay far away from me
1159,1159,6,0,6,0,1,(this text should be deleted) &#8220;@CMRE24 &#8220;Sum wrong with the pussy&#8221;- Sweets&#8221;smh
1160,1160,3,0,1,2,2,"(this text should be deleted) &#8220;@CMRE24 wasn&#8217;t that great to me either RT @Ahki117: ""Equalizer"" was trash Denzel officially washed bruh&#8221;neither was flight"
1161,1161,3,0,2,1,1,(this text should be deleted) &#8220;@CRISTIAN__Dior: &#8220;@JoshRaggs: @WeDont_SmokeREG @CRISTIAN__Dior you tweaking rich homie is trash&#8221; you damn near still listen to lil b&#8221; wow &#128553;
1162,1162,3,0,1,2,2,(this text should be deleted) &#8220;@CRYaboutitNIGGA: I get paid too chill.&#8221; Share the wealth Lil nicca
1163,1163,3,0,3,0,1,(this text should be deleted) &#8220;@Caiivs: On some real shit if I catch this bitch it's game on.&#8221;
1164,1164,3,1,2,0,1,(this text should be deleted) &#8220;@CakeMamaa: Y'all hoes messy on god !&#8221;nbs&#128064;
1165,1165,3,0,3,0,1,"(this text should be deleted) &#8220;@CallMeGb__: ""@BrittNaomi_: LMAO RT @ElEpicoRu: Tempted to send this http://t.co/ouc9KE3SCN"" ""fuckin hoe"" lmao&#8221;&#128557;&#128557;"
1166,1166,3,0,3,0,1,(this text should be deleted) &#8220;@CallNeeshCakey: I wanna go to this lil shit tonight...but the way how bitches faces be set up ...I be wantin to slap em when I see them&#8221;&#128553;&#128557;
1167,1167,3,1,2,0,1,(this text should be deleted) &#8220;@CallNeeshCakey: Kannie &amp; Vonnie some Tiny ass bitches&#128557;&#128557;&#128557;&#8221;&#128557;&#128079;&#128079; I HATED when you and crissi started calling us little body bitches in Hawaii
1168,1168,3,0,0,3,2,(this text should be deleted) &#8220;@CaptainYankee2: Two of the best Yankees Derek Jeter and Joe Torre #JoeTorreDay http://t.co/XMyxfDBKOX&#8221; @jordan_luree
1169,1169,3,0,3,0,1,(this text should be deleted) &#8220;@CauseWereGuys: One wrong move and consider your bitch mine http://t.co/01VJZqnaHh&#8221; @its_gabbyElla @Lyssa_Rae16
1170,1170,3,0,3,0,1,(this text should be deleted) &#8220;@CayMarieee: &#8220;@WhereYoHussleAt: @CayMarieee bitch&#8221; what u gone say bitch for. We're on the phone bitch.&#8221; Cuz to the let these Mfs know &#128514;
1171,1171,3,0,3,0,1,"(this text should be deleted) &#8220;@CayMarieee: I really hate this bitch, but she knows me best &#128149;&#128153;&#8221;"
1172,1172,3,0,3,0,1,(this text should be deleted) &#8220;@CelebovickOTF: I hate a bitch that like to argue n shyt....:-)&#8221;
1173,1173,3,0,3,0,1,"(this text should be deleted) &#8220;@ChanelleLeee: you boney little hoe ""@wizkhalifa: Smile for the day. http://t.co/DcXdFtjSjt&#8221;&#8221;

This is funny? :/"
1174,1174,3,0,3,0,1,"(this text should be deleted) &#8220;@CharlieDayQuote: Viet-goddamn-nam, that's what happened! Go get me a beer, bitch!&#8221; @John_Colman"
1175,1175,3,0,2,1,1,(this text should be deleted) &#8220;@Cheddar85: Got the carburetor foyer my #chevy c10 being rebuilt by my #redneck friend ... everybodys got one!!&#8221; I need 1 they can build
1176,1176,3,1,2,0,1,(this text should be deleted) &#8220;@CheyaGurr: @A_Mitchellll13 ur seriously a fag&#8221;don't hate
1177,1177,3,0,3,0,1,(this text should be deleted) &#8220;@Chhicoo: @VSamone stupid bitch!&#8221; http://t.co/K7MyvFlWFg
1178,1178,3,1,2,0,1,(this text should be deleted) &#8220;@Chris_cooper907: @AK_Mueller @B_Reason18 its Brandon motherfucking reason.&#8221; He's a bitch nigga
1179,1179,3,0,3,0,1,"(this text should be deleted) &#8220;@Chrissy_Cindy: ""WAKA TAMMY JUST GOT HER ASS BEAT""... http://t.co/9in5IysnpI&#8221; Ctfu how Niggas be they don't ever have they bitch back &#128514;&#128514;"
1180,1180,3,0,3,0,1,"(this text should be deleted) &#8220;@Chrissy_Cindy: If a bitch tweet ""I lose interest fast"" slide in her DMs cause she a Thot&#8221; good looks"
1181,1181,3,0,3,0,1,(this text should be deleted) &#8220;@ChrizzyFive: Trying to run game on me u dumb bitch !!&#8221; @ her tho
1182,1182,3,0,3,0,1,"(this text should be deleted) &#8220;@Chykalet ""I know I must make a lot of ya'll hoes sick &amp; all I can tell you hoes, get used to it bitch!""&#8221;"
1183,1183,3,1,2,0,1,(this text should be deleted) &#8220;@CiddyP_60: I wouldn't trust a male cheerleader @ All cuz .&#8221; Cimarron got one &#128514; &amp; he got ALLLL the bitches
1184,1184,3,0,3,0,1,(this text should be deleted) &#8220;@Cinnnthia_: I'm just a bitch for no reason. I think I'm funny sometimes&#8221;
1185,1185,6,0,6,0,1,(this text should be deleted) &#8220;@CiscoAllDay: @1Bcarter if by marrying her to avoid paying child support is a win then yeah lol&#8221;we don't see the hoes the same &amp; that's ok
1186,1186,3,0,3,0,1,(this text should be deleted) &#8220;@CiscoAllDay: @1Bcarter one of your side chicks came up 5k&#8221; them bitches know where I live I be hiding from my cuz @MaiaPapayyya_
1187,1187,6,0,5,1,1,(this text should be deleted) &#8220;@CiscoAllDay: @1Bcarter you're right I'll take girl on the right over Kim any day http://t.co/nbKHCG0bZq&#8221;can u support that hoe?
1188,1188,3,0,3,0,1,(this text should be deleted) &#8220;@CiscoAllDay: Fuck all the Heat bandwagon riders... We know who you are&#8221; u sound like the hoes mad they man cheated with a fat booty bitch
1189,1189,6,1,5,0,1,"(this text should be deleted) &#8220;@CiscoAllDay: If Miley really got knocked up by Juicy J that shit is wild.... &#128563;&#8221; didn't he say ""u say no to ratchet pussy Juicy J can't"""
1190,1190,6,0,6,0,1,(this text should be deleted) &#8220;@CiscoAllDay: If you have a different dude every other week you might be a hoe... #js&#8221;no your not don't listen to him ladies #DoU
1191,1191,3,0,3,0,1,(this text should be deleted) &#8220;@ClassicPict: http://t.co/ZStrqBpwpw&#8221; shit like this is retarded.
1192,1192,3,0,3,0,1,"(this text should be deleted) &#8220;@CoIlegefessions: ""Finally got a hot bitch to dance on me, came in my pants while she was grinding on me. Lost that chance""UW-Madison&#8221;lmao"
1193,1193,3,0,3,0,1,(this text should be deleted) &#8220;@CodeeJames: That one ex you can't seem to get over&lt;&lt;&lt;&#8221; an is a cunt!!
1194,1194,3,0,3,0,1,"(this text should be deleted) &#8220;@CodeineQueeeen: I'm tired of her corny vines, ugly faces, and stupid voices my nigga http://t.co/mstruehtDj&#8221;niggah she's sexy &#128561;"
1195,1195,3,0,3,0,1,"(this text should be deleted) &#8220;@Coley_Cee: @lil_aerii @__yhanaaaa @DTHANG_ lmfaoooo, bitch don't start.&#8221; Okay bitch"
1196,1196,3,0,3,0,1,(this text should be deleted) &#8220;@Coley_Cee: @lil_aerii helloooo bitch?!&#8221; Bitch no ones available
1197,1197,3,0,3,0,1,(this text should be deleted) &#8220;@Coley_Cee: @lil_aerii upload our pictures&#8221;. Wat pictures bitch
1198,1198,3,0,3,0,1,(this text should be deleted) &#8220;@ComedianSpank: Where the hoes at&#8221; shit u got em
1199,1199,3,0,3,0,1,(this text should be deleted) &#8220;@CommonBlackGirI: bitch that's ham on her face http://t.co/vSRAyShD5Y&#8221; @rachel_dority
1200,1200,3,0,1,2,2,(this text should be deleted) &#8220;@CommonBlackGirI: here&#8217;s to all the kids who have never found their name on anything in a souvenir store&#8221; thanks mom for the ghetto name.
1201,1201,3,0,0,3,2,(this text should be deleted) &#8220;@CommonManKFAN: And that's why mock drafts are a joke my friends.....&#8221;Anyone???
1202,1202,3,0,3,0,1,(this text should be deleted) &#8220;@Condeezy3: What to do after the game....home alone and nothing to do...someone come chill?:) maybe go swimm&#8221; ima do ya bitch
1203,1203,3,2,1,0,0,"(this text should be deleted) &#8220;@Crowdifornia: We agree... do you? http://t.co/4diz5NKYMN&#8221; FUCK YES, I DO! Send those illegal, wetbacks home!!!"
1204,1204,3,0,3,0,1,(this text should be deleted) &#8220;@CuffablePisces: TONY ROMO in my #Top10QBs bitches&#8221; http://t.co/17sA90xG2H
1205,1205,3,1,2,0,1,(this text should be deleted) &#8220;@DAMNfuckNEE I just wana eat some food. Drink some liq. Go to this party. And have a bad bitch waitin on a nigga when I return.&#8221;&#8221;
1206,1206,3,0,0,3,2,(this text should be deleted) &#8220;@DIYcookery: Oreo cookies&#128523; http://t.co/8zcjWW56Zz&#8221;bruh &#128525;&#128539;&#128553;
1207,1207,3,0,3,0,1,(this text should be deleted) &#8220;@DJZeeti: RT @DJZeeti: Black bitches turn 60 buy a hat and act like Jesus forgot they was fucking niggas in the park&#8221; LOOOOOL
1208,1208,3,1,2,0,1,"(this text should be deleted) &#8220;@DJ_D_RAC: Fuck driving stick, it's gay as fuck&#8221; shit pussies say"
1209,1209,3,0,1,2,2,"(this text should be deleted) &#8220;@DShmee: Tom Brady slowly becoming washed?&#128064;&#8221;

Nah.. His weapons just trash"
1210,1210,3,0,3,0,1,"(this text should be deleted) &#8220;@DStacks__23: If you aint got shit goin for ya self, what bitch gone want you&#8221;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;"
1211,1211,3,0,3,0,1,(this text should be deleted) &#8220;@Da_LoveBelow @bdvg_lat @DrTruth247 yall bare hoes yall dnt care bout ??&#8221; I spent my childhood in a wild hood
1212,1212,3,0,3,0,1,"(this text should be deleted) &#8220;@Damino96: &#8220;I&#8217;m afraid of commitment&#8221; 
-A hoe&#8221;"
1213,1213,3,0,2,1,1,(this text should be deleted) &#8220;@DammitSlimm: ppl who think webbie betta then boosie jus retarded&#8221;
1214,1214,3,0,2,1,1,(this text should be deleted) &#8220;@Damn_ImTall: Anybody that gets traded straight up for Brandon knight is trash @BrandonJennings&#8221;@BushALMIGHTY
1215,1215,3,0,3,0,1,(this text should be deleted) &#8220;@Dat_Bitch_Jay: Omarion ol girl w/ this negative ass vibe ! I hate mamas like her &#128530; hoe need to be &#128165;&#128074;&#128165;&#8221;
1216,1216,3,0,3,0,1,(this text should be deleted) &#8220;@DavetheBrave1: I like how @Virgilio_LLA thinks I'm talking to hoes..HELL NAH! Lol&#8221; my bad I forgot you ain't got hoes like vdawg do
1217,1217,3,0,3,0,1,(this text should be deleted) &#8220;@DavetheBrave1: I wish you were here...&#8221; Stop crying bitch I'm omw back already haha
1218,1218,3,0,2,1,1,"(this text should be deleted) &#8220;@DavetheBrave1: Watching #AttackofTitan on @adultswim&#8221; bro you a HAN for stealing my tweet, bitch ass nigga"
1219,1219,3,0,2,1,1,(this text should be deleted) &#8220;@Dedicated_03: Wassup twitter &#128518; http://t.co/rNeTkFXm7f&#8221; wassup bitch !!
1220,1220,3,0,3,0,1,"(this text should be deleted) &#8220;@DeePaul19: I ain't got no type, white bitches is the only thing that I like!&#8221; #dead &#128514;&#128557;"
1221,1221,3,0,3,0,1,(this text should be deleted) &#8220;@Deeiiggee: My dog like scratches at the floor before he lays down.. He's weird&#8221; buddy's normal your weird bitch
1222,1222,3,0,0,3,2,(this text should be deleted) &#8220;@Deuce1990: What will the Lakers be after kobe&#8221; trash
1223,1223,3,0,3,0,1,"(this text should be deleted) &#8220;@DevJayAintShit: these hoes ain't loyal &#128557;

https://t.co/hiMKk7fYxB&#8221;&#128557;"
1224,1224,3,2,1,0,0,"(this text should be deleted) &#8220;@DickFurari: HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. http://t.co/H0JGORtnF8&#8221;

- Dis be heaven fo a colored man"
1225,1225,3,0,3,0,1,(this text should be deleted) &#8220;@DipEx_YRichN: Why that hoe crying In her mugshot&#8221;&#128514;&#128514;&#128514;&#128514; bruh
1226,1226,3,0,3,0,1,(this text should be deleted) &#8220;@Ditto_Guwop: All these hoes been passed around to a Cleveland niggah&#8221;
1227,1227,3,1,2,0,1,"(this text should be deleted) &#8220;@DrMalvo: @woods_lamar 

http://t.co/ChNxcPLZWR&#8221;

Hidey hidey hoe! White folk be all noyvous round coloreds"
1228,1228,6,0,6,0,1,"(this text should be deleted) &#8220;@DrakeTakeCare12: You don&#8217;t listen when I talk, maybe you&#8217;ll listen when I walk.&#8221; That bitch still won't listen"
1229,1229,3,0,3,0,1,(this text should be deleted) &#8220;@DramaDough: &#8220;@naraBprettyass: Crip bitches b dusty asf&#8221;&#128514;&#128514;&#128514;&#128553;&#8221;&#128514;
1230,1230,3,0,3,0,1,(this text should be deleted) &#8220;@DreStiles &#8220;@DrTruth247: Buddy drug the whole train lmao good ... extra ass hoes&#8221; hate them NY hoes&#8221;me too
1231,1231,3,0,3,0,1,(this text should be deleted) &#8220;@DreamGirlsOnly: &#128525; http://t.co/w43KPs9Zp0&#8221; now this hoe bad
1232,1232,3,0,3,0,1,(this text should be deleted) &#8220;@DrummerKid0328: Reggie gives me headaches my niggah &#128545;&#128567;&#8221;&#128175;&#128175;
1233,1233,3,0,3,0,1,(this text should be deleted) &#8220;@DualWieldKatana: After you get done running train on a bitch thats on her period http://t.co/DWgHtGA936&#8221; &#128514;&#128514;&#9995; no that's nasty
1234,1234,3,0,3,0,1,(this text should be deleted) &#8220;@DueceDaGod: @JefDaBest I'm on my Y.U shit using LinkedIn at work b&#8221; lmfaoo bagging them linkiden hoes lol
1235,1235,3,0,3,0,1,(this text should be deleted) &#8220;@DuhItsAdrii: How bitch how ?&#8221;&#128514; FRESH?
1236,1236,3,0,3,0,1,(this text should be deleted) &#8220;@DukeAlexMoore: Malibus on a come-up but in other news she mean denna hoe and not even light skinedddd http://t.co/SGGOkjTScH&#8221; HAHAHA!!
1237,1237,3,1,2,0,1,(this text should be deleted) &#8220;@DuncanHines_: @KB_Three fck you nigger&#8221; lol jk bra
1238,1238,3,0,3,0,1,"(this text should be deleted) &#8220;@EBR_Chiefington: Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you&#8221;"
1239,1239,3,1,2,0,1,(this text should be deleted) &#8220;@EdgarGuillenjr: Lol good now I got them nasty rednecks off my back I can take care of business&#8221; @BlakeAnderson21 @Dalton_ryann he serious
1240,1240,3,0,0,3,2,"(this text should be deleted) &#8220;@El_Grillo1: Islamic State suspects in Indonesia are Chinese Uighurs http://t.co/58IDicaHzT&#8221;
Uighur Jihadis: they're not just a PRC tool."
1241,1241,3,0,3,0,1,(this text should be deleted) &#8220;@Emoney25_: @West305 @_ImJustDede Ima whoop this boy!&#8221; It's nothing you bean head ass bitch
1242,1242,3,0,2,1,1,(this text should be deleted) &#8220;@Erikaj00: &#8220;@Hazel_Dot_Com: Hell naw. RT @Dexluger: I wanna see this! http://t.co/u1dqv3EEV3&#8221; yes! Lol&#8221;trash as hell
1243,1243,3,1,2,0,1,(this text should be deleted) &#8220;@Erikaj00: I saw a girl scratch her private today.. What that mean?&#8221; Don't fuck her right in the pussy
1244,1244,3,0,2,1,1,(this text should be deleted) &#8220;@Erikaj00: Killin in tekken 6 &#128526;&#8221; lies you trash
1245,1245,3,0,3,0,1,(this text should be deleted) &#8220;@FRATernize: I want to be obsessed with someone and I want someone to be obsessed with me&#8221;then u might have to kill the bitch&#128563;
1246,1246,3,0,3,0,1,(this text should be deleted) &#8220;@FREDOSANTANA300: Up making plays&#8221; can I have my slut bitch girlfriend u always rap about back yet?
1247,1247,3,0,3,0,1,(this text should be deleted) &#8220;@FabianMleal: I'm fucking tired. Ending the night with some rips&#127809;&#128293;&#8221; so much for hitting me up bitch
1248,1248,3,0,3,0,1,(this text should be deleted) &#8220;@FliirtNextDoor: If yo pussy stank ; u wasn't raised correctly&#8221;lmao
